Image_name,Emotion
56873.png,happy
71466.png,disregard
31427.png,surprise
62407.png,disregard
49870.png,angry
15774.png,disregard
69246.png,disgust
91953.png,angry
53991.png,disregard
77193.png,happy
79147.png,fear
40480.png,sorrow
62827.png,angry
6483.png,neutral
26206.png,angry
30823.png,surprise
68218.png,happy
59468.png,happy
33091.png,surprise
81475.png,neutral
34031.png,fear
52400.png,disgust
23315.png,fear
95386.png,neutral
23655.png,surprise
23677.png,happy
29909.png,happy
4497.png,happy
41940.png,disregard
7622.png,neutral
32033.png,disgust
93758.png,happy
28505.png,angry
42613.png,neutral
34861.png,disgust
32006.png,happy
85340.png,sorrow
68100.png,sorrow
1019.png,angry
12064.png,disregard
91356.png,disregard
16394.png,happy
30957.png,fear
21751.png,surprise
10903.png,happy
39300.png,disregard
37150.png,sorrow
99544.png,happy
26983.png,surprise
77202.png,sorrow
2809.png,sorrow
4918.png,sorrow
66975.png,disregard
17719.png,neutral
68963.png,sorrow
89174.png,disgust
28310.png,sorrow
35775.png,neutral
90214.png,surprise
62704.png,sorrow
83972.png,neutral
84851.png,fear
45366.png,surprise
97978.png,sorrow
65624.png,happy
47257.png,happy
16640.png,happy
38895.png,disgust
84286.png,angry
81506.png,happy
99874.png,disgust
62327.png,happy
66169.png,disregard
57144.png,sorrow
23163.png,sorrow
5121.png,happy
18316.png,surprise
72347.png,disregard
87444.png,neutral
83225.png,disregard
78081.png,disgust
359.png,happy
65793.png,happy
60334.png,neutral
24121.png,surprise
84696.png,neutral
55925.png,happy
885.png,sorrow
99309.png,disregard
98870.png,sorrow
37393.png,surprise
29315.png,disregard
74710.png,fear
94126.png,happy
96965.png,angry
32272.png,happy
94023.png,disregard
69900.png,disregard
24036.png,surprise
78686.png,angry
25231.png,angry
44641.png,disgust
22992.png,happy
96332.png,happy
26577.png,angry
37568.png,disregard
12796.png,neutral
20839.png,surprise
18601.png,surprise
48831.png,disgust
82758.png,sorrow
79970.png,happy
72710.png,angry
35570.png,neutral
73093.png,angry
40395.png,disregard
97744.png,angry
26572.png,disregard
25860.png,disregard
77189.png,happy
16058.png,disgust
42954.png,happy
61857.png,angry
89075.png,surprise
57865.png,sorrow
75939.png,happy
29892.png,surprise
61738.png,sorrow
24481.png,disgust
91516.png,disregard
92947.png,sorrow
18690.png,happy
24432.png,angry
24895.png,surprise
30197.png,surprise
36180.png,disgust
752.png,sorrow
62850.png,fear
68630.png,disregard
6392.png,happy
22810.png,disgust
42542.png,happy
6763.png,angry
93794.png,sorrow
14986.png,surprise
72506.png,disgust
85259.png,disregard
10120.png,angry
2989.png,sorrow
80313.png,sorrow
69022.png,disgust
56643.png,fear
76241.png,neutral
63680.png,happy
88667.png,happy
4029.png,fear
43060.png,sorrow
76070.png,angry
52844.png,sorrow
28713.png,angry
47128.png,disregard
70721.png,fear
63645.png,neutral
35028.png,sorrow
28176.png,happy
85232.png,happy
31655.png,angry
26835.png,sorrow
95684.png,sorrow
47354.png,disgust
38164.png,angry
22212.png,surprise
63701.png,angry
28189.png,disgust
90832.png,angry
86779.png,angry
13386.png,disregard
59289.png,sorrow
91933.png,neutral
62815.png,happy
64960.png,disregard
50188.png,disregard
88367.png,happy
23242.png,sorrow
98011.png,happy
65843.png,happy
39650.png,disregard
85853.png,disregard
37388.png,angry
58202.png,disregard
2186.png,fear
13901.png,neutral
872.png,neutral
74200.png,disgust
37522.png,disgust
9149.png,neutral
10620.png,neutral
52295.png,neutral
8564.png,angry
10262.png,sorrow
96854.png,happy
37391.png,disregard
65674.png,disgust
33337.png,surprise
24345.png,neutral
56785.png,fear
12812.png,neutral
53019.png,neutral
11774.png,sorrow
94035.png,neutral
90036.png,angry
58823.png,disregard
75323.png,angry
17562.png,disgust
68703.png,neutral
33332.png,disgust
31977.png,angry
99758.png,fear
91258.png,sorrow
5949.png,surprise
51157.png,disgust
37029.png,fear
25080.png,happy
22882.png,disregard
91927.png,happy
98348.png,neutral
81674.png,disregard
74570.png,neutral
8738.png,neutral
3613.png,happy
96562.png,surprise
3383.png,angry
82255.png,neutral
78527.png,disregard
95784.png,angry
93736.png,sorrow
19729.png,happy
54183.png,neutral
36214.png,sorrow
75610.png,neutral
55973.png,angry
52294.png,sorrow
15454.png,surprise
45087.png,surprise
15873.png,sorrow
99880.png,disregard
72565.png,fear
5930.png,happy
56283.png,fear
68938.png,fear
12497.png,surprise
40397.png,disregard
83124.png,surprise
75096.png,happy
98351.png,fear
80296.png,fear
24126.png,disgust
49195.png,disregard
48218.png,fear
38136.png,angry
97993.png,disregard
16077.png,disregard
68493.png,disregard
79044.png,disregard
75098.png,disgust
85551.png,disregard
21459.png,sorrow
14139.png,surprise
95804.png,happy
37315.png,neutral
288.png,neutral
32396.png,fear
79823.png,disregard
15052.png,angry
54247.png,happy
20913.png,happy
34263.png,sorrow
10231.png,surprise
4265.png,neutral
90499.png,sorrow
82450.png,disgust
70104.png,happy
49633.png,angry
43445.png,neutral
34133.png,disgust
72840.png,fear
14554.png,disgust
90251.png,happy
55652.png,neutral
83515.png,fear
38146.png,happy
45750.png,disregard
98447.png,sorrow
78286.png,happy
39920.png,disregard
15719.png,neutral
33499.png,angry
34872.png,angry
64777.png,disgust
58089.png,surprise
59376.png,disgust
63158.png,happy
91961.png,fear
50168.png,surprise
30759.png,happy
41888.png,angry
94065.png,neutral
3740.png,angry
59015.png,happy
58315.png,angry
97049.png,angry
86536.png,fear
52064.png,happy
48839.png,surprise
68609.png,happy
28298.png,fear
53561.png,angry
16692.png,angry
66762.png,fear
76334.png,neutral
17573.png,happy
41136.png,sorrow
90069.png,angry
51086.png,sorrow
45933.png,fear
49693.png,happy
19024.png,fear
87143.png,sorrow
11093.png,happy
51497.png,disgust
898.png,disregard
4434.png,surprise
80515.png,angry
99726.png,disregard
20057.png,happy
5854.png,fear
66393.png,neutral
39672.png,sorrow
16498.png,disgust
2334.png,disregard
26941.png,angry
48000.png,disgust
64582.png,fear
49061.png,sorrow
76396.png,disregard
52717.png,angry
25832.png,surprise
56820.png,fear
10440.png,surprise
50599.png,fear
37694.png,surprise
5097.png,angry
78943.png,fear
18853.png,happy
59236.png,sorrow
87752.png,surprise
9272.png,disregard
5128.png,happy
64738.png,fear
7755.png,surprise
3122.png,neutral
22155.png,disgust
45008.png,happy
89967.png,sorrow
24153.png,sorrow
70335.png,neutral
6349.png,sorrow
73372.png,fear
21973.png,disgust
95673.png,happy
65519.png,angry
74140.png,disregard
45588.png,fear
74044.png,surprise
76081.png,surprise
29189.png,disgust
39876.png,neutral
20155.png,disregard
60126.png,disregard
66998.png,disregard
49184.png,fear
4555.png,sorrow
19198.png,happy
70240.png,surprise
39185.png,neutral
56469.png,neutral
66148.png,disregard
60066.png,happy
76086.png,fear
91147.png,sorrow
82635.png,disregard
3460.png,disgust
97444.png,sorrow
17357.png,surprise
49252.png,disregard
567.png,happy
92188.png,angry
827.png,happy
36427.png,disregard
31288.png,happy
57438.png,disregard
19006.png,angry
37707.png,disregard
26819.png,happy
57944.png,disregard
14168.png,angry
19274.png,disgust
10437.png,happy
58965.png,surprise
72533.png,happy
79293.png,disgust
61612.png,happy
75525.png,surprise
94622.png,angry
16669.png,happy
23746.png,happy
148.png,fear
43926.png,sorrow
13498.png,angry
90704.png,disgust
8796.png,angry
52366.png,disgust
42285.png,neutral
90774.png,sorrow
57883.png,surprise
40299.png,happy
40922.png,disregard
97712.png,disgust
60692.png,sorrow
25846.png,sorrow
89729.png,sorrow
57830.png,fear
27273.png,disgust
94004.png,surprise
63026.png,happy
83934.png,angry
42784.png,fear
2162.png,fear
38908.png,disgust
76353.png,fear
18333.png,disgust
77161.png,disregard
7095.png,sorrow
52058.png,angry
25666.png,neutral
32363.png,happy
76364.png,sorrow
87739.png,disgust
81144.png,disgust
94529.png,disgust
17666.png,neutral
6509.png,disgust
65014.png,disregard
61796.png,happy
34784.png,disgust
60348.png,disgust
73587.png,fear
3994.png,surprise
70528.png,neutral
86691.png,fear
59858.png,disregard
3150.png,disgust
95835.png,disregard
14415.png,angry
85826.png,angry
61648.png,surprise
87860.png,surprise
46331.png,disgust
67172.png,surprise
6990.png,disregard
50891.png,surprise
70134.png,disregard
64539.png,angry
42679.png,happy
9021.png,sorrow
79819.png,sorrow
89552.png,disgust
86766.png,disgust
47008.png,surprise
62916.png,disregard
43219.png,sorrow
71983.png,disgust
31636.png,sorrow
12103.png,disregard
49526.png,neutral
11338.png,neutral
3516.png,disregard
50610.png,disgust
29412.png,neutral
56019.png,angry
95090.png,surprise
15771.png,happy
99341.png,surprise
93225.png,surprise
14660.png,fear
65568.png,disgust
25683.png,surprise
71277.png,disregard
53783.png,sorrow
70625.png,angry
2973.png,angry
47733.png,disregard
68871.png,disregard
21600.png,neutral
75234.png,sorrow
6699.png,sorrow
96337.png,fear
13917.png,surprise
88519.png,fear
30434.png,sorrow
29481.png,happy
57491.png,disregard
98962.png,angry
19876.png,sorrow
48019.png,happy
19405.png,disgust
87520.png,fear
83291.png,fear
32186.png,disgust
91485.png,disgust
81875.png,sorrow
3899.png,angry
58260.png,angry
25349.png,happy
97286.png,fear
4072.png,fear
80948.png,surprise
36327.png,surprise
5981.png,disgust
10594.png,disgust
43681.png,disgust
2725.png,disregard
59899.png,disgust
48562.png,fear
98407.png,disregard
35825.png,neutral
607.png,happy
9008.png,neutral
79592.png,angry
15876.png,disgust
77787.png,disregard
83232.png,happy
48850.png,neutral
97298.png,fear
59279.png,happy
86915.png,disgust
72669.png,sorrow
88324.png,angry
47893.png,fear
1923.png,neutral
4616.png,surprise
81243.png,sorrow
94441.png,happy
28671.png,surprise
93420.png,sorrow
61224.png,neutral
41745.png,neutral
40296.png,neutral
28295.png,neutral
68044.png,surprise
69860.png,sorrow
74880.png,fear
64291.png,fear
29151.png,neutral
21390.png,neutral
4779.png,surprise
7628.png,sorrow
45435.png,happy
77274.png,surprise
82210.png,happy
91247.png,angry
39327.png,fear
9791.png,happy
75516.png,angry
3710.png,happy
57120.png,sorrow
92945.png,sorrow
50125.png,surprise
15092.png,fear
65322.png,angry
80511.png,surprise
52446.png,angry
43898.png,sorrow
5316.png,neutral
99027.png,surprise
33133.png,fear
88295.png,disregard
25264.png,fear
87178.png,angry
95869.png,neutral
69573.png,surprise
85491.png,neutral
35045.png,neutral
91041.png,sorrow
69961.png,neutral
36367.png,sorrow
70731.png,angry
1359.png,sorrow
673.png,fear
82627.png,surprise
21309.png,neutral
77849.png,disgust
91366.png,surprise
78993.png,neutral
94280.png,surprise
29695.png,happy
89331.png,disgust
47075.png,surprise
10141.png,angry
63700.png,neutral
1421.png,disregard
13056.png,disregard
70541.png,fear
25005.png,disregard
31664.png,neutral
65532.png,surprise
32938.png,fear
56159.png,fear
67220.png,sorrow
16948.png,happy
33166.png,surprise
57475.png,surprise
42121.png,sorrow
25348.png,neutral
59263.png,disgust
93891.png,surprise
51387.png,happy
62640.png,neutral
24993.png,disregard
18.png,surprise
99768.png,surprise
41858.png,neutral
42129.png,angry
64547.png,disgust
15144.png,sorrow
25070.png,disgust
62741.png,disregard
86289.png,angry
15802.png,angry
80398.png,neutral
876.png,disgust
33023.png,happy
63902.png,neutral
59462.png,neutral
43652.png,disregard
13773.png,disgust
20661.png,disregard
72918.png,disgust
79820.png,happy
98990.png,angry
98330.png,sorrow
11673.png,disregard
22169.png,happy
87041.png,angry
47356.png,sorrow
61421.png,angry
40162.png,disregard
94418.png,disgust
91051.png,surprise
57506.png,disregard
83394.png,surprise
8950.png,happy
99987.png,neutral
63602.png,happy
7729.png,disgust
39854.png,happy
32753.png,fear
73554.png,fear
81202.png,disregard
9822.png,surprise
37018.png,disregard
54097.png,disregard
63413.png,angry
65763.png,disregard
59887.png,neutral
37717.png,happy
67566.png,surprise
65308.png,surprise
89054.png,surprise
56131.png,surprise
32465.png,disgust
49345.png,surprise
18237.png,happy
51957.png,disgust
7505.png,angry
30571.png,fear
3741.png,fear
10008.png,happy
30667.png,neutral
24215.png,surprise
9671.png,disgust
44931.png,fear
62329.png,fear
40435.png,surprise
36682.png,happy
33021.png,disregard
68588.png,neutral
38075.png,sorrow
82708.png,disregard
68429.png,sorrow
13227.png,angry
27832.png,happy
49789.png,surprise
38658.png,happy
92839.png,fear
74502.png,disregard
99117.png,surprise
7798.png,fear
90114.png,fear
14994.png,neutral
44421.png,surprise
87963.png,disgust
33856.png,disgust
58130.png,neutral
72497.png,surprise
59981.png,angry
10915.png,neutral
8356.png,neutral
62924.png,disgust
40808.png,angry
97251.png,neutral
26889.png,neutral
50222.png,sorrow
86009.png,disgust
66399.png,happy
14075.png,angry
41158.png,surprise
90975.png,disgust
35816.png,happy
80497.png,surprise
4074.png,sorrow
88963.png,sorrow
98890.png,happy
14946.png,disregard
30679.png,neutral
5011.png,neutral
31617.png,happy
94579.png,sorrow
32771.png,happy
45545.png,fear
37426.png,surprise
12328.png,fear
57102.png,fear
75105.png,fear
6797.png,disregard
7370.png,angry
86410.png,surprise
78370.png,fear
59769.png,angry
90286.png,disgust
50276.png,disgust
50717.png,neutral
13515.png,sorrow
46787.png,disregard
1053.png,disregard
5266.png,sorrow
68217.png,disgust
96219.png,disgust
31875.png,happy
36947.png,disgust
58819.png,angry
68032.png,disgust
12082.png,happy
340.png,disregard
19801.png,sorrow
2529.png,fear
65987.png,angry
1854.png,surprise
85832.png,angry
43260.png,neutral
55389.png,neutral
7015.png,fear
89910.png,happy
71103.png,neutral
25424.png,neutral
28816.png,disgust
31415.png,disgust
47860.png,disgust
63768.png,surprise
73809.png,disregard
51300.png,angry
95946.png,sorrow
26898.png,happy
1319.png,disgust
44015.png,disregard
88572.png,angry
68274.png,disregard
46546.png,happy
17917.png,neutral
58999.png,sorrow
2364.png,fear
51511.png,fear
16519.png,happy
70123.png,surprise
95243.png,fear
40138.png,sorrow
33437.png,disregard
39114.png,happy
9918.png,angry
54263.png,angry
99843.png,sorrow
22208.png,sorrow
98903.png,disregard
10826.png,disregard
35440.png,disregard
34491.png,disgust
27081.png,surprise
34434.png,fear
88485.png,disgust
13365.png,surprise
97387.png,disgust
89017.png,angry
79349.png,happy
69312.png,happy
49920.png,neutral
13293.png,fear
53768.png,neutral
71664.png,surprise
87647.png,sorrow
94866.png,angry
90074.png,neutral
82849.png,neutral
49975.png,happy
68743.png,neutral
86635.png,fear
12742.png,happy
76881.png,sorrow
68834.png,disregard
54522.png,happy
75818.png,neutral
87552.png,surprise
91608.png,disregard
90446.png,fear
7228.png,surprise
62927.png,sorrow
49731.png,happy
18501.png,fear
33801.png,neutral
67495.png,disregard
41869.png,fear
34572.png,happy
8163.png,disgust
59639.png,happy
17823.png,disgust
91934.png,fear
59375.png,neutral
81658.png,happy
42723.png,neutral
67865.png,fear
17935.png,neutral
31381.png,angry
57183.png,disgust
49974.png,neutral
3259.png,disregard
55048.png,neutral
13068.png,disregard
42939.png,angry
64588.png,fear
7539.png,surprise
50708.png,sorrow
70373.png,disregard
83229.png,disregard
83813.png,sorrow
75242.png,neutral
71366.png,disgust
18639.png,surprise
7042.png,disregard
50890.png,fear
31458.png,fear
42263.png,sorrow
36943.png,disregard
19663.png,disregard
36012.png,angry
77465.png,happy
63045.png,sorrow
44279.png,angry
11359.png,disregard
30027.png,surprise
81218.png,fear
2385.png,disregard
10697.png,happy
65879.png,disgust
61727.png,happy
70892.png,happy
30564.png,happy
55800.png,surprise
88898.png,surprise
47655.png,sorrow
45722.png,neutral
81663.png,fear
13420.png,neutral
93077.png,neutral
50805.png,happy
24995.png,angry
25657.png,surprise
38152.png,surprise
73881.png,angry
10411.png,fear
96176.png,disgust
22222.png,fear
89755.png,neutral
5997.png,happy
94042.png,surprise
88248.png,happy
5855.png,disgust
73421.png,happy
94560.png,angry
54848.png,fear
10430.png,sorrow
99731.png,sorrow
68299.png,surprise
56122.png,neutral
5236.png,angry
92968.png,happy
30857.png,happy
81285.png,angry
99436.png,surprise
53612.png,disregard
44277.png,neutral
39274.png,surprise
25723.png,fear
36894.png,neutral
79667.png,neutral
27099.png,sorrow
29232.png,disregard
6702.png,neutral
39995.png,neutral
74518.png,disregard
4453.png,angry
81315.png,disgust
98821.png,sorrow
78656.png,happy
69905.png,angry
24412.png,fear
44214.png,disregard
32604.png,fear
30511.png,happy
45273.png,disregard
28278.png,disgust
99870.png,sorrow
77563.png,sorrow
13222.png,surprise
17110.png,happy
55581.png,surprise
43628.png,happy
23376.png,angry
12336.png,disgust
23458.png,sorrow
74524.png,disregard
95086.png,disregard
66042.png,disregard
5978.png,happy
11588.png,disgust
20838.png,disregard
86676.png,disregard
50625.png,angry
74775.png,surprise
70619.png,disregard
72950.png,sorrow
31733.png,angry
66537.png,disregard
62007.png,angry
72459.png,fear
5874.png,happy
43028.png,happy
38910.png,disgust
72277.png,happy
96692.png,disregard
83498.png,sorrow
16974.png,disregard
51727.png,happy
70416.png,happy
29805.png,fear
38279.png,fear
27153.png,disregard
99008.png,surprise
7121.png,fear
44132.png,sorrow
30054.png,angry
87486.png,happy
58587.png,angry
30881.png,angry
76469.png,sorrow
29465.png,sorrow
36283.png,happy
56734.png,fear
47922.png,neutral
51373.png,neutral
72548.png,happy
26068.png,angry
91962.png,happy
49299.png,fear
50003.png,sorrow
15529.png,happy
63551.png,sorrow
11106.png,angry
24946.png,disregard
27023.png,happy
34360.png,sorrow
97297.png,disgust
97653.png,happy
90157.png,disgust
93286.png,neutral
27517.png,disregard
18817.png,happy
19638.png,disgust
41260.png,angry
98535.png,neutral
6503.png,neutral
19857.png,neutral
21117.png,angry
34592.png,fear
47326.png,neutral
60277.png,surprise
60544.png,fear
85271.png,angry
12608.png,disgust
95163.png,fear
66990.png,disregard
18783.png,neutral
4686.png,disgust
9065.png,neutral
1907.png,neutral
90712.png,happy
40433.png,fear
35972.png,disregard
40630.png,sorrow
71966.png,disgust
25759.png,angry
33232.png,disgust
48545.png,sorrow
14953.png,disgust
59516.png,happy
28281.png,disregard
22857.png,fear
28540.png,disregard
13928.png,sorrow
79541.png,disgust
73517.png,disgust
73767.png,happy
90703.png,disregard
92986.png,sorrow
92847.png,disregard
12621.png,neutral
64312.png,angry
72516.png,sorrow
64854.png,neutral
84634.png,angry
54887.png,angry
86996.png,happy
35185.png,disregard
42216.png,sorrow
59377.png,happy
35762.png,happy
16596.png,angry
12724.png,surprise
95647.png,surprise
57088.png,surprise
8156.png,angry
97003.png,neutral
4989.png,sorrow
39415.png,sorrow
81314.png,disregard
32653.png,surprise
95138.png,disregard
72098.png,happy
75030.png,disgust
63530.png,fear
58078.png,fear
47408.png,fear
37363.png,sorrow
63726.png,happy
93716.png,happy
29704.png,angry
42372.png,disregard
59664.png,disgust
52336.png,disgust
62609.png,fear
2134.png,sorrow
59629.png,surprise
87069.png,disregard
23344.png,happy
39104.png,fear
96026.png,neutral
47180.png,surprise
90736.png,sorrow
73411.png,sorrow
74876.png,happy
59969.png,surprise
99187.png,surprise
73278.png,disgust
55397.png,disregard
96267.png,neutral
9839.png,disregard
39094.png,fear
19958.png,angry
76626.png,disgust
84441.png,disgust
70074.png,angry
66808.png,disgust
51217.png,neutral
35153.png,sorrow
33304.png,angry
22756.png,surprise
79475.png,surprise
67837.png,sorrow
91965.png,sorrow
11468.png,angry
14032.png,disgust
56927.png,happy
72907.png,surprise
39459.png,surprise
88748.png,fear
70442.png,sorrow
66540.png,angry
91256.png,disregard
25256.png,surprise
65225.png,angry
17786.png,angry
73879.png,disgust
6834.png,angry
90125.png,happy
30286.png,surprise
45644.png,fear
13094.png,disregard
59303.png,fear
90451.png,disgust
33596.png,fear
48840.png,disgust
65212.png,happy
93594.png,happy
82802.png,disgust
26790.png,happy
91640.png,fear
88319.png,disgust
75188.png,fear
20783.png,happy
36952.png,surprise
3300.png,sorrow
71317.png,happy
24885.png,happy
31326.png,sorrow
42844.png,angry
11082.png,disgust
76889.png,fear
51345.png,neutral
84744.png,sorrow
79655.png,angry
29885.png,angry
73317.png,surprise
46647.png,surprise
68344.png,surprise
75938.png,angry
86070.png,sorrow
76804.png,neutral
77595.png,disregard
65310.png,surprise
13487.png,angry
14898.png,happy
25020.png,fear
32798.png,disgust
79086.png,sorrow
26415.png,happy
79093.png,neutral
29241.png,fear
68572.png,surprise
99990.png,surprise
49222.png,disgust
18807.png,sorrow
20848.png,happy
35870.png,happy
82540.png,disregard
70697.png,angry
90058.png,happy
16758.png,disregard
56394.png,sorrow
19429.png,fear
49772.png,happy
21732.png,happy
55330.png,angry
80464.png,happy
99515.png,surprise
16566.png,happy
72772.png,fear
337.png,disregard
28831.png,fear
23817.png,fear
99383.png,neutral
26046.png,fear
76563.png,disgust
1070.png,angry
57801.png,angry
10924.png,happy
79127.png,neutral
55077.png,disregard
20364.png,disregard
69239.png,neutral
16225.png,fear
93493.png,sorrow
34055.png,disregard
85986.png,surprise
3134.png,sorrow
25109.png,happy
3894.png,fear
34197.png,happy
92763.png,neutral
55455.png,neutral
69909.png,happy
69843.png,disregard
10427.png,disregard
46988.png,fear
54905.png,angry
11964.png,disgust
44536.png,happy
8597.png,happy
7906.png,angry
55876.png,neutral
96112.png,sorrow
46983.png,fear
28689.png,neutral
38491.png,sorrow
88322.png,surprise
79496.png,angry
77914.png,disregard
36535.png,happy
61998.png,sorrow
28283.png,happy
51555.png,neutral
28217.png,sorrow
62955.png,disregard
697.png,angry
26683.png,fear
72139.png,angry
89970.png,disregard
18996.png,disgust
18634.png,disregard
84554.png,happy
48819.png,angry
40857.png,sorrow
24420.png,sorrow
93021.png,fear
34429.png,angry
36575.png,happy
66681.png,fear
36750.png,sorrow
29074.png,sorrow
29043.png,fear
15194.png,disgust
41867.png,sorrow
12819.png,fear
33130.png,disgust
93809.png,surprise
74440.png,surprise
71161.png,fear
26636.png,fear
50101.png,angry
70798.png,happy
33338.png,sorrow
30081.png,happy
54475.png,surprise
91319.png,surprise
92742.png,happy
6502.png,sorrow
92659.png,angry
84221.png,neutral
19304.png,happy
22497.png,neutral
20172.png,neutral
62667.png,neutral
56500.png,sorrow
17024.png,neutral
44431.png,happy
81876.png,surprise
7352.png,neutral
4687.png,sorrow
47944.png,happy
11609.png,sorrow
4602.png,angry
10819.png,fear
48905.png,fear
7984.png,surprise
86209.png,happy
91588.png,neutral
10327.png,angry
77224.png,neutral
75273.png,sorrow
57439.png,surprise
83517.png,surprise
17626.png,happy
42229.png,neutral
93873.png,happy
45415.png,angry
907.png,neutral
68007.png,neutral
94360.png,surprise
50338.png,happy
9388.png,disregard
11893.png,disgust
33038.png,sorrow
75313.png,surprise
37617.png,disregard
26338.png,happy
56423.png,neutral
13453.png,disgust
94308.png,disregard
74579.png,sorrow
1301.png,disregard
48274.png,surprise
80563.png,angry
23767.png,happy
80294.png,disregard
75009.png,fear
73988.png,angry
74517.png,surprise
90435.png,disregard
75531.png,fear
24333.png,happy
20355.png,happy
64097.png,sorrow
69661.png,surprise
28175.png,neutral
30704.png,angry
82981.png,disgust
92615.png,angry
81357.png,sorrow
57314.png,neutral
95901.png,angry
15855.png,disregard
17396.png,disregard
7000.png,disregard
40002.png,angry
15773.png,neutral
15581.png,disregard
69050.png,disgust
87457.png,disregard
9713.png,angry
83833.png,disgust
83978.png,fear
86811.png,disgust
82012.png,disregard
73804.png,angry
40502.png,happy
30296.png,disgust
28574.png,happy
46030.png,fear
62498.png,happy
96926.png,neutral
30693.png,disregard
38520.png,disgust
10233.png,angry
4095.png,fear
71802.png,neutral
30556.png,sorrow
91899.png,sorrow
25847.png,angry
74275.png,sorrow
39765.png,angry
68692.png,disgust
41989.png,disregard
39032.png,fear
23416.png,happy
59076.png,sorrow
89256.png,neutral
47044.png,surprise
36197.png,happy
25948.png,fear
67463.png,neutral
28318.png,surprise
94032.png,surprise
63696.png,angry
82403.png,disgust
26320.png,happy
66565.png,disregard
53023.png,fear
73907.png,disregard
17280.png,disregard
67856.png,neutral
82.png,sorrow
43006.png,disregard
17821.png,disregard
35149.png,neutral
25462.png,happy
2275.png,surprise
73925.png,neutral
21873.png,disregard
19659.png,surprise
50531.png,surprise
4187.png,neutral
52864.png,sorrow
49976.png,disregard
22855.png,angry
77534.png,angry
25072.png,happy
56766.png,neutral
81312.png,sorrow
78234.png,fear
24863.png,happy
61572.png,fear
50296.png,neutral
95105.png,neutral
5235.png,disregard
11401.png,disgust
97598.png,sorrow
96287.png,sorrow
83910.png,angry
82901.png,surprise
89630.png,disgust
97706.png,fear
86577.png,surprise
23168.png,fear
12898.png,fear
45736.png,fear
18402.png,fear
47940.png,disregard
43689.png,disgust
39224.png,happy
29777.png,neutral
1681.png,disgust
10999.png,angry
1398.png,happy
68540.png,disgust
77689.png,surprise
44444.png,angry
58394.png,disregard
180.png,happy
50147.png,angry
61707.png,neutral
303.png,angry
56694.png,fear
54252.png,disregard
70832.png,fear
72097.png,neutral
9739.png,fear
77074.png,neutral
10065.png,disregard
48662.png,disregard
37167.png,fear
27328.png,happy
54180.png,fear
15941.png,disregard
85308.png,disregard
72490.png,happy
21055.png,surprise
57521.png,sorrow
8646.png,disregard
62935.png,disgust
61901.png,neutral
40600.png,surprise
34220.png,disregard
6587.png,disregard
11415.png,disgust
14256.png,happy
66186.png,disregard
96455.png,happy
29998.png,happy
42978.png,fear
46002.png,happy
22073.png,disregard
19763.png,neutral
73945.png,surprise
21087.png,happy
40289.png,sorrow
71934.png,sorrow
53706.png,surprise
7450.png,happy
88522.png,disregard
83043.png,angry
6617.png,neutral
40135.png,neutral
83820.png,angry
16505.png,happy
75853.png,sorrow
42818.png,neutral
35881.png,fear
19181.png,sorrow
41794.png,angry
35721.png,disgust
52268.png,surprise
4740.png,angry
97648.png,disregard
2893.png,neutral
59423.png,disgust
83510.png,neutral
38946.png,sorrow
69919.png,happy
65648.png,disgust
18544.png,angry
39330.png,sorrow
57991.png,disgust
28931.png,disregard
11822.png,disgust
6363.png,disregard
30873.png,neutral
48480.png,disgust
12985.png,happy
94152.png,disregard
51126.png,angry
54125.png,happy
6576.png,neutral
40355.png,happy
88130.png,fear
75646.png,disgust
65490.png,happy
10256.png,disgust
88179.png,fear
83555.png,happy
56789.png,sorrow
18151.png,disgust
82966.png,angry
96402.png,angry
56918.png,disgust
62354.png,disgust
12431.png,disregard
87697.png,neutral
37362.png,surprise
4491.png,surprise
50373.png,disgust
15736.png,disgust
23258.png,surprise
79897.png,neutral
68648.png,angry
96173.png,surprise
62211.png,sorrow
43935.png,angry
11122.png,disgust
17589.png,disgust
78333.png,sorrow
33220.png,disregard
41448.png,happy
55563.png,happy
36169.png,sorrow
96450.png,happy
13869.png,neutral
65400.png,neutral
60382.png,happy
11587.png,fear
1285.png,sorrow
63649.png,disregard
33082.png,fear
93889.png,surprise
92981.png,disregard
34113.png,happy
11533.png,fear
54436.png,happy
93770.png,angry
96022.png,happy
84444.png,surprise
24832.png,fear
78624.png,neutral
30621.png,happy
29665.png,neutral
70207.png,disgust
34884.png,angry
88743.png,fear
98322.png,happy
7809.png,happy
44228.png,happy
61550.png,sorrow
5015.png,fear
46950.png,happy
74118.png,disgust
26550.png,fear
69271.png,surprise
8125.png,disgust
11535.png,disregard
10041.png,disgust
44658.png,fear
96932.png,happy
64067.png,surprise
83102.png,disregard
34783.png,fear
53792.png,sorrow
70873.png,fear
96675.png,fear
67737.png,neutral
80387.png,disgust
52568.png,surprise
37724.png,happy
47360.png,angry
98252.png,surprise
88862.png,fear
22883.png,fear
76080.png,happy
93136.png,neutral
3416.png,disgust
41622.png,happy
1089.png,neutral
92767.png,happy
11208.png,happy
40914.png,sorrow
27546.png,neutral
91462.png,disgust
3933.png,disregard
80357.png,happy
89067.png,neutral
64336.png,fear
55972.png,disregard
7828.png,disgust
22977.png,fear
39504.png,surprise
86211.png,sorrow
41423.png,angry
55301.png,disregard
12644.png,sorrow
5893.png,disregard
